PROFILE_ID,EFFECTIVE_DATE,TITLE,SHIELD_NO,EXPORT_DATE
1f7ba22a-a610-4e82-94a8-7b16857c4218,10/26/2012,DETECTIVE,6419,04/19/2026
e140193d-6858-4a7f-a927-10d59357b69d,01/09/2006,POLICE OFFICER,26907,04/19/2026
bdaeba29-aab0-4527-ab5b-87222a4c847d,02/27/2026,POLICE OFFICER,19682,04/19/2026
2d9043fb-4342-48b3-8e69-606391299723,11/22/2022,DETECTIVE,1737,04/19/2026
7b133ef0-846a-47bc-9cae-2307dae826ed,01/31/2025,SGT DET SQUAD,,04/19/2026
4de77501-bb05-467d-8da5-70c7748653c6,07/11/2005,POLICE OFFICER,28708,04/19/2026
9fddcee1-539f-4e3c-ac14-bf632f86fb33,07/02/2018,POLICE OFFICER,12652,04/19/2026
98dc9152-b4e8-4042-bf03-db401d045175,08/30/2024,LIEUTENANT,,04/19/2026
0012332f-ae8a-43d3-ba63-075d27def2ed,04/01/2022,DETECTIVE,3228,04/19/2026
c8cf4ee9-a152-4f3d-b329-1cbe82566a07,05/28/2010,DETECTIVE,3596,04/19/2026
3497e2bd-6d0c-4779-a3a5-bc0976f0f5e3,07/11/2005,POLICE OFFICER,5295,04/19/2026
ad3b3be5-c94c-40c8-8cb6-25526eb821f6,07/09/2013,POLICE OFFICER,8071,04/19/2026
e6e78c1c-c62a-48f4-87e9-8edcb9ee7e21,07/14/2009,POLICE OFFICER,26123,04/19/2026
1f12b0df-3518-45bc-a87c-99d786bc0634,07/03/2024,POLICE OFFICER,212,04/19/2026
ae7e1a26-2e4d-4fd3-baf2-1398e36a104f,01/30/2026,SERGEANT,2523,04/19/2026
895ee006-fcc1-4723-aa60-704c7fadbc06,01/17/2024,POLICE OFFICER,20277,04/19/2026
4185da42-efb7-4a76-9514-25678d243523,02/27/2026,DETECTIVE,4598,04/19/2026
17c6a569-59e7-441d-b4df-d3e75ed19ada,12/22/2017,DETECTIVE,6507,04/19/2026
20b2fd8a-f1f9-43be-a99b-f19dc0058e3c,10/11/2016,POLICE OFFICER,24467,04/19/2026
34d233c7-5ab0-423a-bffb-c3d55baa2eb2,10/18/2021,DEPUTY INSPECTOR,,04/19/2026
75eab96f-f4b5-437b-8f26-c38c3b62f25b,01/09/2012,POLICE OFFICER,17699,04/19/2026
4c35b383-b6d6-483f-a360-8ba0803efdbd,11/24/2020,SERGEANT,3782,04/19/2026
6d04ca05-a7f6-493e-b8ad-94009e062b00,11/27/2024,DETECTIVE,2204,04/19/2026
b38cd4a8-6ecc-4d4a-82c4-0934ca17871a,06/02/2014,DETECTIVE,5075,04/19/2026
51649956-69f1-4367-b166-93209cf55f49,01/03/2024,POLICE OFFICER,21232,04/19/2026
6121e08d-b214-407e-88b1-8ddd5130872a,01/09/2012,POLICE OFFICER,7315,04/19/2026
02cf3e61-8c3e-4ea9-a0bb-5a22ea6153eb,11/21/2017,DETECTIVE,3406,04/19/2026
7642b5b9-aa22-4e03-b78e-862695f2492a,12/29/2020,POLICE OFFICER,5242,04/19/2026
d877c1aa-4afd-45b2-ba10-b4099c6e1f82,03/29/2016,INSPECTOR,,04/19/2026
b9591650-aeac-4551-9848-79ae1685ab5d,06/10/2021,LIEUTENANT,,04/19/2026
55696473-85a7-4fb1-85ac-92b967fc52a0,07/01/2002,POLICE OFFICER,29510,04/19/2026
16df110d-98cd-4db2-9740-ea6031fc4f26,09/27/2002,DETECTIVE,6187,04/19/2026
00db25d5-8c62-49a2-8c58-d1e1119b873d,07/06/2011,POLICE OFFICER,23191,04/19/2026
bf8a87f7-e933-4661-84e6-f72838476e73,01/14/2009,POLICE OFFICER,9173,04/19/2026
d563423f-0170-4503-8e56-1b756e3a4f54,07/08/2008,POLICE OFFICER,11799,04/19/2026
b9b45d8b-5997-4dda-842a-5ded1f01e24a,07/24/2017,SGT DET SQUAD,,04/19/2026
d8d718e9-69f1-4f24-941e-837f515128cf,04/30/2025,POLICE OFFICER,3119,04/19/2026
a63aff27-a5df-4473-b9bd-b4e68c18387b,04/24/2024,POLICE OFFICER,19509,04/19/2026
1ed10aa8-f2be-4587-b141-23cdf06fd86d,11/22/2016,SERGEANT,2024,04/19/2026
54e67959-3da6-4d29-adf6-bde1b1507d8d,07/28/2014,CAPTAIN,,04/19/2026
281f9645-518b-481f-9923-6564e3872794,01/17/2023,POLICE OFFICER,3702,04/19/2026
d1e43e4d-57da-4341-8008-2f58240b7ab4,02/27/2004,SERGEANT,1551,04/19/2026
d5f3adba-02c1-4215-ac69-bad2a101ee2c,01/10/2005,POLICE OFFICER,8344,04/19/2026
04ff1c0c-88e5-4d1c-ae39-9e5be955c598,10/07/2015,POLICE OFFICER,21508,04/19/2026
e8178d21-1792-4838-b158-8754d897244e,07/08/2008,POLICE OFFICER,9575,04/19/2026
997c5d9a-74d2-42ef-a56b-806562931311,07/01/2003,POLICE OFFICER,3243,04/19/2026
14830cfe-0c3a-4a23-8af9-dac745d0465f,01/09/2012,POLICE OFFICER,14402,04/19/2026
73f5c5b8-aec4-4e12-9afd-5b74aa8c0b1c,05/30/2023,SGT DET SQUAD,,04/19/2026
8918459c-f935-4cbe-92aa-659e2e755ca9,07/10/2006,POLICE OFFICER,19987,04/19/2026
c9cc6e24-f9c2-4459-bab1-fb7ca199c58c,04/24/2024,POLICE OFFICER,16983,04/19/2026
0918bcdc-5019-4956-85f2-62da448e5559,07/11/2012,POLICE OFFICER,15885,04/19/2026
79cbde22-7cfb-4c0d-b007-356efa9497c5,11/02/2020,POLICE OFFICER,25118,04/19/2026
235a723c-6280-4a85-a54f-b50f48d23cfc,07/11/2005,POLICE OFFICER,12831,04/19/2026
62288371-67af-4fe5-9f45-bcaca6b3a2d7,12/19/2025,SERGEANT,3950,04/19/2026
db8a46dc-211c-4ccb-885f-235d1ca22dc5,01/10/2018,POLICE OFFICER,30551,04/19/2026
298b6bab-27f5-40a3-bb76-e38192c00bc1,08/20/2025,POLICE OFFICER,7,04/19/2026
cf576332-a0ba-44bc-acd1-1d78df7047b6,01/06/2020,POLICE OFFICER,24637,04/19/2026
7aaa0881-8530-4a1a-894a-ab1f40bb6266,03/31/2017,DETECTIVE,6536,04/19/2026
570feea8-038d-46f0-a988-d026ef2bb82b,01/17/2024,POLICE OFFICER,28799,04/19/2026
ea7323bd-2712-45a4-aeff-4d104694531e,07/03/2024,POLICE OFFICER,10182,04/19/2026
c487d38d-8365-4b9c-a657-d316fd325bd4,10/18/2021,SERGEANT,3106,04/19/2026
3a2d24e2-b1e2-45d1-8c43-1ee944550a96,01/09/2012,POLICE OFFICER,164,04/19/2026
9f8b6e84-fb0d-465f-a9e0-3f3645ff2e48,10/25/2023,POLICE OFFICER,6450,04/19/2026
e0b4d2ff-cc98-49d6-98f3-47b76bd2d473,02/09/2022,SERGEANT,1656,04/19/2026
d9a93a6f-0fdf-4b8c-a7ac-4dbbb5083d14,01/10/2018,POLICE OFFICER,29060,04/19/2026
1b0576aa-6f1c-4427-800c-e19a7e523820,12/21/2021,INSPECTOR,,04/19/2026
8c55f0cc-9891-4e69-a2fa-ad8fe28b5c7f,06/06/2016,POLICE OFFICER,26918,04/19/2026
63fafe5e-7845-4ab9-a891-54f292f85705,03/30/2012,SERGEANT,384,04/19/2026
6b60be6e-bb31-4863-ae70-c81938281d94,02/25/2011,SERGEANT,2420,04/19/2026
1d967908-cde2-4cdd-af03-2025fa1567aa,10/11/2016,POLICE OFFICER,19413,04/19/2026
0a6423de-0abb-4290-af53-d85d27056bb6,07/10/2006,POLICE OFFICER,13496,04/19/2026
b093a013-a9c1-4afb-ace0-0b10f162be9d,10/11/2016,POLICE OFFICER,20213,04/19/2026
e4a4e90d-d8f8-4ca7-b738-c67b1cae0ae3,10/19/2022,POLICE OFFICER,6965,04/19/2026
ccc805b4-e411-4706-9d58-af691b8f1e68,10/26/2012,LIEUTENANT,,04/19/2026
8d20df38-0aec-4c0d-8d06-768a2d9baab4,10/07/2019,POLICE OFFICER,13371,04/19/2026
6d716d57-c7cb-4146-8592-f4e0fe570fa2,07/08/2015,POLICE OFFICER,6277,04/19/2026
a6336c17-59a2-4742-afe0-3311e4d79594,06/30/2017,SERGEANT,2967,04/19/2026
3ec69086-3229-46e8-ad95-f70c4697f701,01/29/2025,POLICE OFFICER,14456,04/19/2026
ac1c0957-89e4-4d5e-993f-65c316dc095e,07/09/2014,POLICE OFFICER,12515,04/19/2026
362b5811-42fc-4b95-bb17-47be3c02e3f0,06/28/2019,DETECTIVE,5482,04/19/2026
884837ed-be91-465a-b85e-260df1ca440e,01/09/2006,POLICE OFFICER,30703,04/19/2026
24627a06-4896-4bfe-9f40-4a291e97cd00,07/01/2019,POLICE OFFICER,10721,04/19/2026
7fdbadfb-65b1-40a9-9aa7-7a28dea4a36a,10/26/2018,SERGEANT,5622,04/19/2026
1fcfe9ef-b277-4116-8d3d-ab56fe5f16be,05/30/2025,SERGEANT,5497,04/19/2026
9d158c1b-2f6f-4f9c-aa50-0361b433c247,09/29/2023,DETECTIVE,7695,04/19/2026
c65fdbe3-5996-44c8-8547-780c27f6c232,07/14/2009,POLICE OFFICER,27644,04/19/2026
80dd7fd6-4f76-423e-990e-d7e385b18012,11/24/2009,SERGEANT,675,04/19/2026
f3a4b24f-415c-44b6-889c-05b373e3ea52,07/13/2022,POLICE OFFICER,23419,04/19/2026
6446893b-1ce4-4b91-bca3-938f6e8b7ada,07/11/2012,POLICE OFFICER,24779,04/19/2026
92fd3406-7a9e-4d70-8642-3fd892f637f7,07/10/2006,POLICE OFFICER,5353,04/19/2026
01e2b34e-14f8-45b0-9565-5f781d22ce6f,08/20/2025,POLICE OFFICER,87,04/19/2026
a0d2b60f-2e03-4206-a579-86dd22e8ad5a,07/09/2013,POLICE OFFICER,16280,04/19/2026
742114b8-9440-4547-ab2a-dd6ccecd3190,01/10/2005,POLICE OFFICER,5270,04/19/2026
722a42ff-d13f-4dce-96cd-39cf108b6b2b,10/27/2000,SERGEANT,5494,04/19/2026
7e6f7fac-337a-4018-883f-88d0f46cfac8,07/07/2021,POLICE OFFICER,23056,04/19/2026
43fe2315-717f-4474-bae3-6a649b04b5b3,10/25/2023,POLICE OFFICER,2663,04/19/2026
2fd9288a-9b38-4077-96e6-3b850a950c26,10/15/1990,POLICE OFFICER,24421,04/19/2026
ee1efbd9-7e30-4ca7-9039-ee85847eea40,11/27/2024,SGT DET SQUAD,,04/19/2026
46c062d6-91e5-49ce-88f6-66c3fdd3272d,10/30/2024,POLICE OFFICER,1456,04/19/2026
a2e8b7cf-013d-41e1-9789-375008475205,01/10/2007,POLICE OFFICER,2013,04/19/2026
ea16b8c4-b8d4-412c-b57c-f80d46959c7c,01/09/2012,POLICE OFFICER,19795,04/19/2026
efd2f13c-98ab-419d-a252-28128a45e8bf,12/29/2021,POLICE OFFICER,24945,04/19/2026
f0c633c4-0a2b-404c-914e-726a397549d4,01/10/2007,POLICE OFFICER,17495,04/19/2026
ee4efa02-a3f3-4311-8240-b8da4fc00943,06/10/2021,DETECTIVE,2552,04/19/2026
0c85f328-4246-420b-bda7-abc017f02fc4,10/03/2025,DETECTIVE,4362,04/19/2026
d35adcff-8df5-4cc9-ae9c-dff403fbc5b9,02/27/2026,SERGEANT,2748,04/19/2026
76f0d94a-153f-4320-8f6d-f83909f61771,06/28/2019,SERGEANT,181,04/19/2026
2e7ad136-483d-4e12-96c0-0078e806a469,10/07/2019,POLICE OFFICER,22766,04/19/2026
0fe57991-53f0-4686-933f-1984598c8708,01/10/2005,POLICE OFFICER,10929,04/19/2026
bff6e780-a126-4c5f-b5da-9d0b7515f3f6,10/18/2021,DEPUTY INSPECTOR,,04/19/2026
99191d8f-6673-4569-b520-08e0f42274a0,07/08/2015,POLICE OFFICER,6248,04/19/2026
406389e0-ff5b-44ab-9092-3401aba4b031,08/20/2025,POLICE OFFICER,13858,04/19/2026
0c60e36c-2a79-40c0-86cc-f4951b949150,07/05/2023,POLICE OFFICER,26698,04/19/2026
76795a1f-7043-4072-bce6-a3b04a761725,04/29/2005,SERGEANT,1947,04/19/2026
a7f89035-54d6-405a-8233-06250fa63aad,04/15/1997,POLICE OFFICER,26928,04/19/2026
eefe53d1-361b-4847-95a4-cce7782b8acc,07/06/2011,POLICE OFFICER,27770,04/19/2026
e33fa240-22f8-4496-af13-1b76469c2adb,01/03/2024,POLICE OFFICER,4731,04/19/2026
46dfb76e-fc4b-4e37-9a50-3972eb986978,01/06/2016,POLICE OFFICER,11601,04/19/2026
50d64f2d-ea21-41b4-b7d8-1cb75a860081,12/29/2020,POLICE OFFICER,7595,04/19/2026
b983e7a6-ff58-4476-adac-898f1d5104c7,01/10/2007,POLICE OFFICER,6620,04/19/2026
663ae670-cf9a-412f-87ab-42512fa84fe6,12/17/2025,POLICE OFFICER,6923,04/19/2026
8b91925c-f08d-49c5-bfc8-c0b8c068bc80,07/11/2012,POLICE OFFICER,31805,04/19/2026
fb0fa5d8-4eff-4b05-ae75-a41203053ecf,10/26/2012,DETECTIVE,6704,04/19/2026
30b0facf-ba25-4325-827e-6a899f71a986,01/10/2007,POLICE OFFICER,2534,04/19/2026
65a4e9a8-643c-4c42-80de-2489538d1173,06/30/2005,CAPTAIN,,04/19/2026
d19afdaf-de09-4508-886c-4e01f5f86094,08/20/2025,POLICE OFFICER,11853,04/19/2026
81c84c68-a1f3-481a-a89b-b75770557566,01/06/2016,POLICE OFFICER,8630,04/19/2026
1104790a-8be6-48cd-b484-586dcfeeb6e2,04/25/2018,POLICE OFFICER,11940,04/19/2026
628d7eae-9569-4ad4-8143-c2e6d942e090,03/31/2014,POLICE OFFICER,14103,04/19/2026
4b191533-d74f-41eb-8912-6a508dfe2d57,01/04/2017,POLICE OFFICER,20972,04/19/2026
d1399059-db59-4398-86a7-fe479716bc34,04/26/2023,POLICE OFFICER,25702,04/19/2026
d80dd847-4861-46f5-9469-6a5108846834,10/07/2015,POLICE OFFICER,21764,04/19/2026
37c8e847-624a-4bed-b7de-ac3c278733dc,03/01/2013,SERGEANT,2238,04/19/2026
0d1741f7-b10e-404a-b8d8-44db3523d5e6,02/09/2022,DETECTIVE,1205,04/19/2026
9f432ea8-2db2-4629-9333-59156c0045da,01/09/2006,POLICE OFFICER,30787,04/19/2026
fa33c1a1-4790-47e3-a227-8c2aa7c4008a,08/30/2019,LIEUTENANT,,04/19/2026
2bccc2e5-aaaa-40a6-9159-2fcec81e1da3,04/04/2024,LIEUTENANT,,04/19/2026
d31a4f9b-3878-4786-b421-618ecc7d0295,01/29/2025,POLICE OFFICER,24271,04/19/2026
5e752b40-58b8-44e9-845e-68e9732fa870,04/25/2018,POLICE OFFICER,2610,04/19/2026
261badaf-d2d7-489e-bdcb-3744d5a0d9c1,01/09/2013,POLICE OFFICER,6302,04/19/2026
ae2db319-79d7-4851-b23f-fd20ea4c15d9,12/22/2020,LIEUTENANT,,04/19/2026
1190ab8f-681a-4841-8b34-ce1c63ee002a,01/07/2008,POLICE OFFICER,30952,04/19/2026
d0586304-7d2b-4160-8983-5dfd0d7ab714,01/09/2012,POLICE OFFICER,12852,04/19/2026
6dcbe78b-0a32-4920-b5da-8dea812c0722,10/25/2019,POLICE OFFICER,20157,04/19/2026
b2fbfd7a-9ede-433b-9c83-fad6b595d9b4,08/29/2008,DETECTIVE,4468,04/19/2026
dfb0232e-de02-41a8-b240-a3e8babe8624,08/30/2024,LIEUTENANT,,04/19/2026
73912d0c-a4fe-4c34-be53-f0b21fe98db7,07/11/2005,POLICE OFFICER,29070,04/19/2026
8d27cfa9-4613-4082-80ca-7ffebde5aca1,07/01/2004,POLICE OFFICER,7956,04/19/2026
1537a63e-9f4e-491c-b5d5-c692f5c52a9d,01/09/2006,POLICE OFFICER,19006,04/19/2026
dec4d315-9407-478c-a70c-28e7f24a664e,12/21/2018,DETECTIVE,5679,04/19/2026
1812e7d2-8d24-4480-aa2f-3969821dd9df,07/02/2018,POLICE OFFICER,1483,04/19/2026
1028ded0-f875-4583-9226-b019ae75486b,01/03/2024,POLICE OFFICER,26368,04/19/2026
